Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino
AZU - 4288,AZUL,Nacional,2016-01-06T23:50:00Z,2016-01-06T23:36:00Z,2016-01-07T01:15:00Z,2016-01-07T00:59:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-13T23:50:00Z,2016-01-14T00:15:00Z,2016-01-14T01:15:00Z,2016-01-14T01:33:00Z,Realizado,CONEXAO DE AERONAVE,Santa Genoveva,Goiania,GO,Brasil,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-24T21:45:00Z,2016-01-24T21:47:00Z,2016-01-24T23:20:00Z,2016-01-24T23:36:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Viracopos,Campinas,SP,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-26T21:45:00Z,2016-01-26T21:53:00Z,2016-01-26T23:20:00Z,2016-01-26T23:18:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-10T23:50:00Z,2016-01-10T23:57:00Z,2016-01-11T01:15:00Z,2016-01-11T01:13:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-21T21:45:00Z,2016-01-21T21:45:00Z,2016-01-21T23:20:00Z,2016-01-21T23:20:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-04T23:50:00Z,2016-01-04T23:50:00Z,2016-01-05T01:15:00Z,2016-01-05T01:09:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-21T23:50:00Z,2016-01-21T23:46:00Z,2016-01-22T01:15:00Z,2016-01-22T01:10:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-28T21:45:00Z,2016-01-28T21:35:00Z,2016-01-28T23:20:00Z,2016-01-28T23:13:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-25T21:45:00Z,2016-01-25T21:45:00Z,2016-01-25T23:20:00Z,2016-01-25T23:20:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-01T21:45:00Z,,2016-01-01T23:20:00Z,,Cancelado,AUTORIZADO,Viracopos,Campinas,SP,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-19T23:50:00Z,2016-01-20T00:14:00Z,2016-01-20T01:15:00Z,2016-01-20T01:30:00Z,Realizado,CONEXAO AERONAVE/VOLTA - VOO DE IDA NAO PENALIZADO AEROPORTO INTERDITADO,Santa Genoveva,Goiania,GO,Brasil,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-27T23:50:00Z,2016-01-27T23:39:00Z,2016-01-28T01:15:00Z,2016-01-28T00:52:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-18T21:45:00Z,2016-01-18T22:16:00Z,2016-01-18T23:20:00Z,2016-01-18T23:42:00Z,Realizado,CONEXAO AERONAVE/VOLTA - VOO DE IDA NAO PENALIZADO AEROPORTO INTERDITADO,Viracopos,Campinas,SP,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-27T21:45:00Z,2016-01-27T21:50:00Z,2016-01-27T23:20:00Z,2016-01-27T23:12:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-22T23:50:00Z,2016-01-22T23:36:00Z,2016-01-23T01:15:00Z,2016-01-23T00:58:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-14T21:45:00Z,2016-01-14T22:05:00Z,2016-01-14T23:20:00Z,2016-01-14T23:40:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Viracopos,Campinas,SP,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4288,AZUL,Nacional,2016-01-05T23:50:00Z,2016-01-05T23:55:00Z,2016-01-06T01:15:00Z,2016-01-06T01:13:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-15T06:40:00Z,2016-01-15T06:40:00Z,2016-01-15T08:10:00Z,2016-01-15T08:03:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-26T06:40:00Z,2016-01-26T06:40:00Z,2016-01-26T08:10:00Z,2016-01-26T08:10:00Z,Realizado,,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-02T04:35:00Z,2016-01-02T04:15:00Z,2016-01-02T06:00:00Z,2016-01-02T05:31:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-26T04:35:00Z,2016-01-26T04:35:00Z,2016-01-26T06:00:00Z,2016-01-26T06:00:00Z,Realizado,,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-13T06:40:00Z,2016-01-13T06:31:00Z,2016-01-13T08:10:00Z,2016-01-13T07:55:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-07T04:35:00Z,2016-01-07T04:39:00Z,2016-01-07T06:00:00Z,2016-01-07T05:58:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-28T04:35:00Z,2016-01-28T04:24:00Z,2016-01-28T06:00:00Z,2016-01-28T05:52:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-01T04:35:00Z,2016-01-01T04:24:00Z,2016-01-01T06:00:00Z,2016-01-01T05:50:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-29T06:40:00Z,2016-01-29T06:40:00Z,2016-01-29T08:10:00Z,2016-01-29T08:10:00Z,Realizado,,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-04T06:40:00Z,2016-01-04T06:39:00Z,2016-01-04T08:10:00Z,2016-01-04T08:04:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-23T06:40:00Z,2016-01-23T06:35:00Z,2016-01-23T08:10:00Z,2016-01-23T07:54:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-21T06:40:00Z,2016-01-21T06:35:00Z,2016-01-21T08:10:00Z,2016-01-21T07:56:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-19T06:40:00Z,2016-01-19T06:34:00Z,2016-01-19T08:10:00Z,2016-01-19T07:58:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-20T06:40:00Z,2016-01-20T06:40:00Z,2016-01-20T08:10:00Z,2016-01-20T08:02:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-02T06:40:00Z,2016-01-02T06:19:00Z,2016-01-02T08:10:00Z,2016-01-02T07:42:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-29T04:35:00Z,2016-01-29T04:25:00Z,2016-01-29T06:00:00Z,2016-01-29T05:49:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-05T04:35:00Z,2016-01-05T04:28:00Z,2016-01-05T06:00:00Z,2016-01-05T05:49:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-23T04:35:00Z,2016-01-23T04:33:00Z,2016-01-23T06:00:00Z,2016-01-23T05:55:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-19T04:35:00Z,2016-01-19T04:26:00Z,2016-01-19T06:00:00Z,2016-01-19T05:45:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-25T04:35:00Z,2016-01-25T04:27:00Z,2016-01-25T06:00:00Z,2016-01-25T05:45:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-16T06:40:00Z,2016-01-16T06:36:00Z,2016-01-16T08:10:00Z,2016-01-16T08:00:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-13T04:35:00Z,2016-01-13T04:28:00Z,2016-01-13T06:00:00Z,2016-01-13T05:47:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-25T06:40:00Z,2016-01-25T06:34:00Z,2016-01-25T08:10:00Z,2016-01-25T07:54:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-15T04:35:00Z,2016-01-15T04:23:00Z,2016-01-15T06:00:00Z,2016-01-15T06:00:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-09T04:35:00Z,2016-01-09T04:24:00Z,2016-01-09T06:00:00Z,2016-01-09T05:48:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-09T06:40:00Z,2016-01-09T06:30:00Z,2016-01-09T08:10:00Z,2016-01-09T07:54:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-06T04:35:00Z,2016-01-06T04:35:00Z,2016-01-06T06:00:00Z,2016-01-06T05:55:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-20T04:35:00Z,2016-01-20T04:26:00Z,2016-01-20T06:00:00Z,2016-01-20T05:46:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-21T04:35:00Z,2016-01-21T04:27:00Z,2016-01-21T06:00:00Z,2016-01-21T05:46:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-08T04:35:00Z,2016-01-08T04:32:00Z,2016-01-08T06:00:00Z,2016-01-08T05:54:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-11T04:35:00Z,2016-01-11T04:29:00Z,2016-01-11T06:00:00Z,2016-01-11T05:53:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-01T06:40:00Z,2016-01-01T07:00:00Z,2016-01-01T08:10:00Z,2016-01-01T08:20:00Z,Realizado,DEFEITOS DA AERONAVE,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-18T04:35:00Z,2016-01-18T04:31:00Z,2016-01-18T06:00:00Z,2016-01-18T05:59:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-12T04:35:00Z,2016-01-12T04:32:00Z,2016-01-12T06:00:00Z,2016-01-12T05:51:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-11T06:40:00Z,2016-01-11T06:35:00Z,2016-01-11T08:10:00Z,2016-01-11T07:57:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-14T04:35:00Z,2016-01-14T04:31:00Z,2016-01-14T06:00:00Z,2016-01-14T05:53:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-27T04:35:00Z,2016-01-27T04:31:00Z,2016-01-27T06:00:00Z,2016-01-27T05:54:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-05T06:40:00Z,2016-01-05T06:36:00Z,2016-01-05T08:10:00Z,2016-01-05T08:04:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-22T06:40:00Z,2016-01-22T06:41:00Z,2016-01-22T08:10:00Z,2016-01-22T07:58:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-12T06:40:00Z,2016-01-12T06:36:00Z,2016-01-12T08:10:00Z,2016-01-12T08:32:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-28T06:40:00Z,2016-01-28T06:40:00Z,2016-01-28T08:10:00Z,2016-01-28T08:10:00Z,Realizado,,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-22T04:35:00Z,2016-01-22T04:32:00Z,2016-01-22T06:00:00Z,2016-01-22T05:51:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-07T06:40:00Z,2016-01-07T06:39:00Z,2016-01-07T08:10:00Z,2016-01-07T08:02:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-16T04:35:00Z,2016-01-16T04:33:00Z,2016-01-16T06:00:00Z,2016-01-16T05:59:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-06T06:40:00Z,2016-01-06T06:33:00Z,2016-01-06T08:10:00Z,2016-01-06T07:58:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-14T06:40:00Z,2016-01-14T06:30:00Z,2016-01-14T08:10:00Z,2016-01-14T07:52:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-30T04:35:00Z,2016-01-30T04:28:00Z,2016-01-30T06:00:00Z,2016-01-30T05:41:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-08T06:40:00Z,2016-01-08T06:40:00Z,2016-01-08T08:10:00Z,2016-01-08T08:03:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-04T04:35:00Z,2016-01-04T04:30:00Z,2016-01-04T06:00:00Z,2016-01-04T05:51:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil
AZU - 4289,AZUL,Nacional,2016-01-18T06:40:00Z,2016-01-18T06:38:00Z,2016-01-18T08:10:00Z,2016-01-18T08:05:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-27T06:40:00Z,2016-01-27T06:39:00Z,2016-01-27T08:10:00Z,2016-01-27T07:58:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4289,AZUL,Nacional,2016-01-30T06:40:00Z,2016-01-30T06:31:00Z,2016-01-30T08:10:00Z,2016-01-30T07:45:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Genoveva,Goiania,GO,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4290,AZUL,Nacional,2016-01-23T10:41:00Z,2016-01-23T10:41:00Z,2016-01-23T11:44:00Z,2016-01-23T11:44:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil
AZU - 4290,AZUL,Nacional,2016-01-09T10:41:00Z,2016-01-09T10:35:00Z,2016-01-09T11:44:00Z,2016-01-09T11:32:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil
AZU - 4290,AZUL,Nacional,2016-01-02T10:41:00Z,2016-01-02T11:01:00Z,2016-01-02T11:44:00Z,2016-01-02T11:53:00Z,Realizado,DEFEITOS DA AERONAVE,Viracopos,Campinas,SP,Brasil,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil
AZU - 4290,AZUL,Nacional,2016-01-30T10:41:00Z,2016-01-30T11:56:00Z,2016-01-30T11:44:00Z,2016-01-30T12:57:00Z,Realizado,TROCA DE AERONAVE,Viracopos,Campinas,SP,Brasil,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil
AZU - 4290,AZUL,Nacional,2016-01-16T10:41:00Z,2016-01-16T10:41:00Z,2016-01-16T11:44:00Z,2016-01-16T11:44:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil
AZU - 4291,AZUL,Nacional,2016-01-30T12:15:00Z,2016-01-30T12:15:00Z,2016-01-30T13:11:00Z,2016-01-30T13:05:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4291,AZUL,Nacional,2016-01-23T12:15:00Z,2016-01-23T12:15:00Z,2016-01-23T13:11:00Z,2016-01-23T13:11:00Z,Realizado,,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4291,AZUL,Nacional,2016-01-09T12:15:00Z,2016-01-09T12:15:00Z,2016-01-09T13:11:00Z,2016-01-09T13:11:00Z,Realizado,,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4291,AZUL,Nacional,2016-01-02T12:15:00Z,,2016-01-02T13:11:00Z,,Cancelado,AUTORIZADO,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4291,AZUL,Nacional,2016-01-16T12:15:00Z,2016-01-16T12:26:00Z,2016-01-16T13:11:00Z,2016-01-16T13:27:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4292,AZUL,Nacional,2016-01-04T20:06:00Z,2016-01-04T20:01:00Z,2016-01-04T22:08:00Z,2016-01-04T21:57:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Marechal Rondon,Varzea Grande,MT,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4292,AZUL,Nacional,2016-01-29T22:59:00Z,2016-01-29T23:03:00Z,2016-01-30T00:05:00Z,2016-01-30T00:02:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil
AZU - 4292,AZUL,Nacional,2016-01-29T20:06:00Z,2016-01-29T19:51:00Z,2016-01-29T22:08:00Z,2016-01-29T21:54:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Marechal Rondon,Varzea Grande,MT,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4292,AZUL,Nacional,2016-01-22T20:06:00Z,2016-01-22T20:02:00Z,2016-01-22T22:08:00Z,2016-01-22T22:03:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Marechal Rondon,Varzea Grande,MT,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4292,AZUL,Nacional,2016-01-26T22:59:00Z,2016-01-26T22:57:00Z,2016-01-27T00:05:00Z,2016-01-27T00:04:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil
AZU - 4292,AZUL,Nacional,2016-01-31T20:06:00Z,2016-01-31T19:59:00Z,2016-01-31T22:08:00Z,2016-01-31T22:41:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Marechal Rondon,Varzea Grande,MT,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4292,AZUL,Nacional,2016-01-05T20:06:00Z,2016-01-05T20:02:00Z,2016-01-05T22:08:00Z,2016-01-05T22:07:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Marechal Rondon,Varzea Grande,MT,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4292,AZUL,Nacional,2016-01-10T22:59:00Z,2016-01-10T22:59:00Z,2016-01-11T00:05:00Z,2016-01-11T00:05:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil
AZU - 4292,AZUL,Nacional,2016-01-15T20:06:00Z,2016-01-15T19:57:00Z,2016-01-15T22:08:00Z,2016-01-15T22:00:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Marechal Rondon,Varzea Grande,MT,Brasil,Viracopos,Campinas,SP,Brasil
AZU - 4292,AZUL,Nacional,2016-01-11T20:06:00Z,2016-01-11T19:58:00Z,2016-01-11T22:08:00Z,2016-01-11T21:51:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Marechal Rondon,Varzea Grande,MT,Brasil,Viracopos,Campinas,SP,Brasil
